1 zimmer|1.5 zimmer|13 zimmer|2 zimmer|2.5 zimmer|20 zimmer|3 zimmer|3.5 zimmer|4 zimmer|4.5 zimmer|5 zimmer|5.5 zimmer|6 zimmer|6.5 zimmer|7 zimmer|address|description|page|price|type|weblink|address_short_1|address_short_2|price2|rooms|size|size_num
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Hardturmstrasse 253, 8005 Zürich|Modernes Wohnen in Zürich-West|13|4990|1 Zimmer, 186m², CHF 4’990.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001019647|Hardturmstrasse 253|8005 Zürich|CHF 4’990.– |1 Zimmer|186m²|186.0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|Neptunstrasse 59, 8032 Zürich|SCHÖNE ZENTRALE 1,5-ZIMMERWOHNUNG IN DER NÄHE VOM KREUZPLATZ|13|1525|1.5 Zimmer, 25m², CHF 1’525.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001019610|Neptunstrasse 59|8032 Zürich|CHF 1’525.– |1.5 Zimmer|25m²|25.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Hardturmstrasse 253, 8005 Zürich|Modernes Wohnen in Zürich-West|13|4990|1 Zimmer, 186m², CHF 4’990.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001019452|Hardturmstrasse 253|8005 Zürich|CHF 4’990.– |1 Zimmer|186m²|186.0
0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Bellariastrasse 59, 8038 Zürich|Suchen Sie eine trendige Attikawohnung?|13|2485|2.5 Zimmer, 55m², CHF 2’485.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001018638|Bellariastrasse 59|8038 Zürich|CHF 2’485.– |2.5 Zimmer|55m²|55.0
0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Rotachstrasse 20, 8003 Zürich|Modern furnished 1-bedroom attic apartment with weekly cleaning service for rent|13|3710|2.5 Zimmer, 50m², CHF 3’710.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001016253|Rotachstrasse 20|8003 Zürich|CHF 3’710.– |2.5 Zimmer|50m²|50.0
0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Kalkbreitestrasse 41, 8003 Zürich|Spacious modern furnished 1-bedroom apartment with balcony and weekly cleaning service for rent|13|3710|2.5 Zimmer, 60m², CHF 3’710.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001016239|Kalkbreitestrasse 41|8003 Zürich|CHF 3’710.– |2.5 Zimmer|60m²|60.0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|Hohlstrasse 409, 8048 Zürich|1 ½ Zimmer-Wohnung, 8048 Zurich|13|2480|1.5 Zimmer, 60m², CHF 2’480.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001014187|Hohlstrasse 409|8048 Zürich|CHF 2’480.– |1.5 Zimmer|60m²|60.0
0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|Max Bill Platz 9, 8050 Zürich|Attraktive Wohnung an top Wohnlage!|13|3227|4 Zimmer, 107m², CHF 3’227.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001012080|Max Bill Platz 9|8050 Zürich|CHF 3’227.– |4 Zimmer|107m²|107.0
0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Winterthurerstrasse 282, 8057 Zürich|Tolle Wohnung an Top-Lage: Ihr neues Zuhause in Zürich wartet!|13|2120|3.5 Zimmer, 70m², CHF 2’120.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001011185|Winterthurerstrasse 282|8057 Zürich|CHF 2’120.– |3.5 Zimmer|70m²|70.0
0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|Feldeggstr. 53, 8008 Zürich|Zentral gelegene 3 Zimmer-Wohnung im Seefeld mieten|13|2850|3 Zimmer, 62m², CHF 2’850.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001010484|Feldeggstr. 53|8008 Zürich|CHF 2’850.– |3 Zimmer|62m²|62.0
0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Alderstr. 47, 8008 Zürich|Wohnen an ruhiger und zentraler Lage|13|2380|2 Zimmer, 50m², CHF 2’380.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001010478|Alderstr. 47|8008 Zürich|CHF 2’380.– |2 Zimmer|50m²|50.0
0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Feldblumenweg 14, 8048 Zürich|Suchen Sie ein neues Zuhause in Zürich Altstetten?|13|2630|2.5 Zimmer, 63m², CHF 2’630.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001004868|Feldblumenweg 14|8048 Zürich|CHF 2’630.– |2.5 Zimmer|63m²|63.0
0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Hohlstr. 52, 8004 Zürich|Wohnen im Herzen der Stadt Zürich|13|2920|3.5 Zimmer, 87m², CHF 2’920.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001004836|Hohlstr. 52|8004 Zürich|CHF 2’920.– |3.5 Zimmer|87m²|87.0
0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Feldblumenweg 14, 8048 Zürich|Suchen Sie ein neues Zuhause in Zürich Altstetten?|13|2630|2.5 Zimmer, 63m², CHF 2’630.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001004703|Feldblumenweg 14|8048 Zürich|CHF 2’630.– |2.5 Zimmer|63m²|63.0
0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Hagenholzstrasse 76, 8050 Zürich|Wir suchen genau Sie|13|3000|3.5 Zimmer, 103m², CHF 3’000.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001003651|Hagenholzstrasse 76|8050 Zürich|CHF 3’000.– |3.5 Zimmer|103m²|103.0
0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Schwandenholzstrasse 224, 8046 Zürich|Grosszügige Dachgeschosswohnung im grünen Schwandenholz|13|1849|2.5 Zimmer, 58m², CHF 1’849.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001003364|Schwandenholzstrasse 224|8046 Zürich|CHF 1’849.– |2.5 Zimmer|58m²|58.0
0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Binzallee 24, 8055 Zürich|Wohnen am Fusse des Uetlibergs|14|3985|3.5 Zimmer, 114m², CHF 3’985.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4001003324|Binzallee 24|8055 Zürich|CHF 3’985.– |3.5 Zimmer|114m²|114.0
0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Binzallee 24, 8055 Zürich|Wohnen am Fusse des Uetlibergs|14|3985|3.5 Zimmer, 114m², CHF 3’985.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4001003210|Binzallee 24|8055 Zürich|CHF 3’985.– |3.5 Zimmer|114m²|114.0
0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Badenerstr. 136, 8004 Zürich|Luxuswohnung Ecke Langstrasse/Badenerstrasse - im Herzen vom Kreis 4|14|2990|2.5 Zimmer, 69m², CHF 2’990.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000997626|Badenerstr. 136|8004 Zürich|CHF 2’990.– |2.5 Zimmer|69m²|69.0
0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Badenerstr. 136, 8004 Zürich|Moderne Stadtwohnung mitten in Zürich|14|2990|2.5 Zimmer, 68m², CHF 2’990.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000997625|Badenerstr. 136|8004 Zürich|CHF 2’990.– |2.5 Zimmer|68m²|68.0
0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Grubenackerstrasse 71, 8052 Zürich|Traumhafte Neu renovierte Wohnungen|14|2380|2 Zimmer, 46m², CHF 2’380.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000997569|Grubenackerstrasse 71|8052 Zürich|CHF 2’380.– |2 Zimmer|46m²|46.0
0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|hardturmstrasse 122a, 608, 8005 Zürich|sublet 3 - 3.5 rooms in large, sunny, gorgeous, 4.5 room apartment on river. 8 minutes from main train station.|14|2750|3.5 Zimmer, 118m², CHF 2’750.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000996671|||CHF 2’750.– |3.5 Zimmer|118m²|118.0
0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Grabenwies 30, 8057 Zürich|"ERSTVERMIETUNG ""ALLENMOOS"""|14|4380|3.5 Zimmer, 91m², CHF 4’380.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000996357|Grabenwies 30|8057 Zürich|CHF 4’380.– |3.5 Zimmer|91m²|91.0
0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Schrennengasse 6, 8003 Zürich|Panorama über den Dächern der City|14|2480|2.5 Zimmer, CHF 2’480.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000996046|Schrennengasse 6|8003 Zürich|CHF 2’480.– |2.5 Zimmer||
0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|Waldstrasse 14, 8046 Zürich|Ihre Wohnung in der nähe des Bucheggplatz!|14|2200|3 Zimmer, 55m², CHF 2’200.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000994311|Waldstrasse 14|8046 Zürich|CHF 2’200.– |3 Zimmer|55m²|55.0
0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Zeltweg 49, Zürich, 8032 Zürich|Hübsche Altbauwohnung gleich beim Kunsthaus Zürich|14|2760|2 Zimmer, 52m², CHF 2’760.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000993374|||CHF 2’760.– |2 Zimmer|52m²|52.0
0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|Badenerstr. 274, 8004 Zürich|3 Zimmer Wohnung plus eigenes Untergeschoss!|14|3290|3 Zimmer, 80m², CHF 3’290.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000990011|Badenerstr. 274|8004 Zürich|CHF 3’290.– |3 Zimmer|80m²|80.0
0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Schaffhauserstrasse 439, 8050 Zürich|Charmante 2.5-Zimmerwohnung im Herzen von Zürich|14|2290|2.5 Zimmer, 58m², CHF 2’290.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000989654|Schaffhauserstrasse 439|8050 Zürich|CHF 2’290.– |2.5 Zimmer|58m²|58.0
0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Schaffhauserstrasse 439, 8050 Zürich|Charmante 2.5-Zimmerwohnung im Herzen von Zürich|14|2250|2.5 Zimmer, 60m², CHF 2’250.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000989653|Schaffhauserstrasse 439|8050 Zürich|CHF 2’250.– |2.5 Zimmer|60m²|60.0
0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Limmatstrasse 27, 8005 Zürich|Charmante 2.5-Zimmerwohnung mit Dachfenstern|14|2990|2.5 Zimmer, 63m², CHF 2’990.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000989179|Limmatstrasse 27|8005 Zürich|CHF 2’990.– |2.5 Zimmer|63m²|63.0
0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Limmatstrasse 27, 8005 Zürich|Im trendigen Kreis 5 top moderne 2.5 Zimmerwohnung|14|2890|2.5 Zimmer, 53m², CHF 2’890.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000989178|Limmatstrasse 27|8005 Zürich|CHF 2’890.– |2.5 Zimmer|53m²|53.0
0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Zürichbergstrasse 59, 8044 Zürich|Rustikale und gemütliche Wohnung am Zürichberg|14|2200|2.5 Zimmer, 51m², CHF 2’200.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000972736|Zürichbergstrasse 59|8044 Zürich|CHF 2’200.– |2.5 Zimmer|51m²|51.0
0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Malojaweg 3, 8048 Zürich|Wohnkomfort für Geniesser|14|1631|2 Zimmer, 45m², CHF 1’631.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000960520|Malojaweg 3|8048 Zürich|CHF 1’631.– |2 Zimmer|45m²|45.0
0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|Zeltweg 51, 8032 Zürich|Wunderschöne Altbauwohnung in mitten Zürich|14|3390|3 Zimmer, 77m², CHF 3’390.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000949307|Zeltweg 51|8032 Zürich|CHF 3’390.– |3 Zimmer|77m²|77.0
0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|Luegislandstr. 56, 8051 Zürich|Wohnen mit toller Aussicht in Zürich|14|1810|3 Zimmer, 66m², CHF 1’810.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000948200|Luegislandstr. 56|8051 Zürich|CHF 1’810.– |3 Zimmer|66m²|66.0
0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Max Bill Platz 9, 8050 Zürich|Moderne Wohnung mit besonderem Flair|14|3261|3.5 Zimmer, 113m², CHF 3’261.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000948193|Max Bill Platz 9|8050 Zürich|CHF 3’261.– |3.5 Zimmer|113m²|113.0
0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Freilagerstrasse 5-19, 8047 Zürich|Charmante 2.5-Zimmerwohnung an begehrter Lage Urbanes Wohnen mit Stil und Komfort!|15|2450|2.5 Zimmer, 45m², CHF 2’450.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000932414|Freilagerstrasse 5-19|8047 Zürich|CHF 2’450.– |2.5 Zimmer|45m²|45.0
0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Badenerstrasse 250, 8004 Zürich|When living becomes a pleasure - Privileged location - Kreis 4|15|2900|2.5 Zimmer, 58m², CHF 2’900.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000930290|Badenerstrasse 250|8004 Zürich|CHF 2’900.– |2.5 Zimmer|58m²|58.0
0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|Mainaustrasse 49, 8008 Zürich|Ihr Zuhause mitten im Seefeld!|15|3340|3 Zimmer, 78m², CHF 3’340.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000929918|Mainaustrasse 49|8008 Zürich|CHF 3’340.– |3 Zimmer|78m²|78.0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|Mainaustrasse 49, 8008 Zürich|Gemütliches und zentrales Wohnen|15|2150|1.5 Zimmer, 41m², CHF 2’150.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000927998|Mainaustrasse 49|8008 Zürich|CHF 2’150.– |1.5 Zimmer|41m²|41.0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|Jungholzstrasse 20, 8050 Zürich|Zentrale Lage - idyllisch und ruhig|15|1740|1.5 Zimmer, 43m², CHF 1’740.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000926778|Jungholzstrasse 20|8050 Zürich|CHF 1’740.– |1.5 Zimmer|43m²|43.0
0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Riedhofstrasse 378, 8049 Zürich|2-Zimmerwohnung inmitten der Rebberge|15|2090|2 Zimmer, 53m², CHF 2’090.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000913099|Riedhofstrasse 378|8049 Zürich|CHF 2’090.– |2 Zimmer|53m²|53.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Manessestrasse 69, 8003 Zürich|Brandneue 1-Zimmer Studio im Herzen von Zürich!|15|1970|1 Zimmer, 26m², CHF 1’970.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000908567|Manessestrasse 69|8003 Zürich|CHF 1’970.– |1 Zimmer|26m²|26.0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|Tulpenstrasse 43, 8051 Zürich|Wohnen in Schwamendingen|15|1735|1.5 Zimmer, 38m², CHF 1’735.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000900763|Tulpenstrasse 43|8051 Zürich|CHF 1’735.– |1.5 Zimmer|38m²|38.0
0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Dangelweg 3, 8038 Zürich|Moderne Wohnung an top Lage|15|2700|2.5 Zimmer, 76m², CHF 2’700.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000894579|Dangelweg 3|8038 Zürich|CHF 2’700.– |2.5 Zimmer|76m²|76.0
0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Jungholzstrasse 48, 8050 Zürich|An bester Wohnlage in Zürich-Oerlikon|15|3180|3.5 Zimmer, 87m², CHF 3’180.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000894474|Jungholzstrasse 48|8050 Zürich|CHF 3’180.– |3.5 Zimmer|87m²|87.0
0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Brunaustr. 72, 8002 Zürich|Atelier mit vielseitiger Nutzung - Modern, Saniert und Sihlblick|15|3490|2.5 Zimmer, 110m², CHF 3’490.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000894393|Brunaustr. 72|8002 Zürich|CHF 3’490.– |2.5 Zimmer|110m²|110.0
0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Dangelweg 3, 8038 Zürich|Moderne Wohnung an top Lage|15|2700|2.5 Zimmer, 76m², CHF 2’700.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000892658|Dangelweg 3|8038 Zürich|CHF 2’700.– |2.5 Zimmer|76m²|76.0
0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Schaffhauserstrasse 330, 8050 Zürich|Besichtigen - Einziehen - Wohlfühlen|15|2241|2.5 Zimmer, 60m², CHF 2’241.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000872845|Schaffhauserstrasse 330|8050 Zürich|CHF 2’241.– |2.5 Zimmer|60m²|60.0
0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Allmannstrasse 55, 8052 Zürich, 8052 Zürich|Attraktive Attikawohnung - Neubauprojekt «Allmann55»|15|3405|3.5 Zimmer, 88m², CHF 3’405.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000871597|||CHF 3’405.– |3.5 Zimmer|88m²|88.0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|Konradstrasse 71, 8005 Zürich|Charmante Wohnung im Herzen der Stadt zu vermieten|15|1950|1.5 Zimmer, 26m², CHF 1’950.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000866336|Konradstrasse 71|8005 Zürich|CHF 1’950.– |1.5 Zimmer|26m²|26.0
0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Forchstr. 26, 8008 Zürich|Tolle 3.5 Zimmerwohnung an top Lage!|15|3576|3.5 Zimmer, 85m², CHF 3’576.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000843912|Forchstr. 26|8008 Zürich|CHF 3’576.– |3.5 Zimmer|85m²|85.0
0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Tramstrasse 2a, 8050 Zürich|moderne Wohnung an zentraler Lage|15|3126|3.5 Zimmer, 86m², CHF 3’126.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000840179|Tramstrasse 2a|8050 Zürich|CHF 3’126.– |3.5 Zimmer|86m²|86.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Birchstrasse 98, 8050 Zürich|Neubauwohnung an attraktiver Lage|15|2485|1 Zimmer, 64m², CHF 2’485.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000826156|Birchstrasse 98|8050 Zürich|CHF 2’485.– |1 Zimmer|64m²|64.0
0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Regensbergstrasse 30, 8050 Zürich|Modern wohnen im Kreis 11|15|2630|3.5 Zimmer, 78m², CHF 2’630.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000823310|Regensbergstrasse 30|8050 Zürich|CHF 2’630.– |3.5 Zimmer|78m²|78.0
0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Buckhauserstr. 29, 8048 Zürich|Moderne 3.5-Zimmer-Wohnung inmitten der Stadt zu vermieten|15|3300|3.5 Zimmer, 113m², CHF 3’300.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000806795|Buckhauserstr. 29|8048 Zürich|CHF 3’300.– |3.5 Zimmer|113m²|113.0
0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Widmerstrasse 73c, 8038 Zürich|Schöne 3.5 Zimmerwohnung in der Nähe der Stadt!|16|2688|3.5 Zimmer, 74m², CHF 2’688.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/4000794626|Widmerstrasse 73c|8038 Zürich|CHF 2’688.– |3.5 Zimmer|74m²|74.0
0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Fritz Fleiner-Weg 11, 8044 Zürich|2.5 Zimmer Wohnung an wunderschöner Lage!|16|3831|2.5 Zimmer, 84m², CHF 3’831.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/4000777666|Fritz Fleiner-Weg 11|8044 Zürich|CHF 3’831.– |2.5 Zimmer|84m²|84.0
0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Pfingstweidstrasse 104E, 8005 Zürich|Ihre neue Wohlfühloase!|16|3243|2.5 Zimmer, 104m², CHF 3’243.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/4000768116|Pfingstweidstrasse 104E|8005 Zürich|CHF 3’243.– |2.5 Zimmer|104m²|104.0
0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Stampfenbachplatz 4, 8006 Zürich|Modernes Bijoux - in unmittelbarer Nähe vom Hauptbahnhof|16|4079|3.5 Zimmer, 116m², CHF 4’079.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/4000751099|Stampfenbachplatz 4|8006 Zürich|CHF 4’079.– |3.5 Zimmer|116m²|116.0
0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Stampfenbachplatz 4, 8006 Zürich|Modernes Bijoux – in unmittelbarer Nähe vom Hauptbahnhof|16|4079|3.5 Zimmer, 116m², CHF 4’079.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/4000750038|Stampfenbachplatz 4|8006 Zürich|CHF 4’079.– |3.5 Zimmer|116m²|116.0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|Renggerstrasse 19, 8038 Zürich|Zentral gelegene, ruhige Wohnung mit Sitzplatz|16|1950|1.5 Zimmer, CHF 1’950.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/4000743331|Renggerstrasse 19|8038 Zürich|CHF 1’950.– |1.5 Zimmer||
0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Widmerstrasse 73b, 8038 Zürich|Schöne 3.5 Zimmerwohnung im FiveCubes in Wollishofen!|16|2610|3.5 Zimmer, 71m², CHF 2’610.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/4000740085|Widmerstrasse 73b|8038 Zürich|CHF 2’610.– |3.5 Zimmer|71m²|71.0
0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|Zollikerstrasse 177f, 8008 Zürich|Exklusive Einfamilienhäuser im Villengarten - Grün.Modern.Hochwertig.|16|9400|4.5 Zimmer, 169m², CHF 9’400.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/4000623907|Zollikerstrasse 177f|8008 Zürich|CHF 9’400.– |4.5 Zimmer|169m²|169.0
0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Max Bill Platz 5, 8050 Zürich|Modernes Wohnen im Zentrum von Oerlikon|16|3190|2 Zimmer, 122m², CHF 3’190.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/4000606778|Max Bill Platz 5|8050 Zürich|CHF 3’190.– |2 Zimmer|122m²|122.0
0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|Konradstrasse 77, 8005 Zürich|Ihr neues Wohnreich in Zürich|16|2399|3 Zimmer, CHF 2’399.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/4000568831|Konradstrasse 77|8005 Zürich|CHF 2’399.– |3 Zimmer||
0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|Hungerbergstrasse 5, 8046 Zürich|Ruhig, hell, preiswert|16|2095|3 Zimmer, 90m², CHF 2’095.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/4000522304|Hungerbergstrasse 5|8046 Zürich|CHF 2’095.– |3 Zimmer|90m²|90.0
0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Jenatschstrasse 3, 8002 Zürich|Sanierte Stadtwohnung nähe Enge|16|3562|2.5 Zimmer, 72m², CHF 3’562.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/4000454281|Jenatschstrasse 3|8002 Zürich|CHF 3’562.– |2.5 Zimmer|72m²|72.0
0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Mühlebachstr. 28, 8008 Zürich|grosszügige Wohnung im Seefeld und direkter Lage am Zürich Stadelhofen|16|4805|2.5 Zimmer, 94m², CHF 4’805.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/4000453004|Mühlebachstr. 28|8008 Zürich|CHF 4’805.– |2.5 Zimmer|94m²|94.0
