page|type|price|address_x|description|weblink|rooms|size|price2|1 zimmer|1.5 zimmer|13 zimmer|2 zimmer|2.5 zimmer|20 zimmer|3 zimmer|3.5 zimmer|4 zimmer|4.5 zimmer|5 zimmer|5.5 zimmer|6 zimmer|6.5 zimmer|7 zimmer|address_short_1|address_short_2|size_num|address_y|latitude|longitude|detail
11|4 Zimmer, 85m², CHF 1’954.– |1954|Hugostrasse 10, 8050 Zürich|Zentrale Wohnung nähe Bahnhof Oerlikon|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=11/mieten/4001022262|4 Zimmer|85m²|CHF 1’954.– |0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|Hugostrasse 10|8050 Zürich|85.0|8002 Zürich|47.36400604248047|8.535189628601074|genferstrasse 2 8002 zuerich 261 zuerich ch zh
11|6.5 Zimmer, 218m², CHF 11’100.– |11100|Zollikerstrasse 175a, 8008 Zürich|Exklusive Einfamilienhäuser im Villengarten - Grün.Modern.Hochwertig.|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=11/mieten/4001021594|6.5 Zimmer|218m²|CHF 11’100.– |0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|Zollikerstrasse 175a|8008 Zürich|218.0|8002 Zürich|47.36056137084961|8.532102584838867|traubenstrasse 2 8002 zuerich 261 zuerich ch zh
11|2.5 Zimmer, 63m², CHF 2’460.– |2460|Albulastrasse 42, 8048 Zürich|Modernes Wohnen im angesagten Labitzke Areal!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=11/mieten/4001019403|2.5 Zimmer|63m²|CHF 2’460.– |0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Albulastrasse 42|8048 Zürich|63.0|8002 Zürich|47.36089324951172|8.525444030761719|rieterstrasse 2 8002 zuerich 261 zuerich ch zh
11|2.5 Zimmer, 80m², CHF 4’150.– |4150|Mainaustrasse 19, 8008 Zürich|Traumhafte 2.5-Zimmerwohnung mit atemberaubendem Seeblick|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=11/mieten/4001003176|2.5 Zimmer|80m²|CHF 4’150.– |0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Mainaustrasse 19|8008 Zürich|80.0|8002 Zürich|47.366844177246094|8.533121109008789|freigutstrasse 2 8002 zuerich 261 zuerich ch zh
11|1.5 Zimmer, CHF 1’990.– |1990|Brauerstrasse 27, 8004 Zürich|Mitten im (Nacht)Leben|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=11/mieten/4001002740|1.5 Zimmer||CHF 1’990.– |0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|Brauerstrasse 27|8004 Zürich||8002 Zürich|47.362117767333984|8.535065650939941|mythenquai 2 8002 zuerich 261 zuerich ch zh
11|3.5 Zimmer, 58m², CHF 3’180.– |3180|Konradstrasse 71, 8005 Zürich|Traumhafte Stadtwohnung 4 Gehminuten vom HB|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=11/mieten/4000999150|3.5 Zimmer|58m²|CHF 3’180.– |0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Konradstrasse 71|8005 Zürich|58.0|8002 Zürich|47.36460876464844|8.534222602844238|spluegenstrasse 2 8002 zuerich 261 zuerich ch zh
13|26m², CHF 3’000.– |3000|Wolframplatz 1, 8045 Zurich|Studio Apartment Junior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/3000389845|1 Zimmer|26m²|CHF 3’000.– |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Wolframplatz 1|8045 Zurich|26.0|8002 Zürich|47.365299224853516|8.53133487701416|bederstrasse 2 8002 zuerich 261 zuerich ch zh
13|45m², CHF 4’038.– |4038|Wolframplatz 1, 8045 Zurich|Duplex Apartment Junior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/3000389841||45m²|CHF 4’038.– |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Wolframplatz 1|8045 Zurich|45.0|8002 Zürich|47.35255813598633|8.524262428283691|gfellstrasse 2 8002 zuerich 261 zuerich ch zh
13|1 Zimmer, 17m², CHF 1’500.– |1500|Seestrasse 65, 8002 Zürich|1-Zimmer-Studio - befristet bis 30.11.2024|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001022394|1 Zimmer|17m²|CHF 1’500.– |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Seestrasse 65|8002 Zürich|17.0|8002 Zürich|47.358455657958984|8.526678085327148|huegelstrasse 2a 8002 zuerich 261 zuerich ch zh
13|13 Zimmer, 450m², CHF 15’300.– |15300|8048 Zürich|EDEL MÖBLIERTES EINFAMILIENHAUS, MIT GROSSEM GARTEN UND POOL|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001021704|13 Zimmer|450m²|CHF 15’300.– |0|0|1|0|0|0|0|0|0|0|0|0|0|0|0||8048 Zürich|450.0|8002 Zürich|47.361480712890625|8.534687042236328|marsstrasse 2 8002 zuerich 261 zuerich ch zh
13|1 Zimmer, 186m², CHF 4’990.– |4990|Hardturmstrasse 253, 8005 Zürich|Modernes Wohnen in Zürich-West|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001019647|1 Zimmer|186m²|CHF 4’990.– |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Hardturmstrasse 253|8005 Zürich|186.0|8002 Zürich|47.36518096923828|8.537712097167969|beethovenstrasse 2 8002 zuerich 261 zuerich ch zh
13|1.5 Zimmer, 25m², CHF 1’525.– |1525|Neptunstrasse 59, 8032 Zürich|SCHÖNE ZENTRALE 1,5-ZIMMERWOHNUNG IN DER NÄHE VOM KREUZPLATZ|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001019610|1.5 Zimmer|25m²|CHF 1’525.– |0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|Neptunstrasse 59|8032 Zürich|25.0|8002 Zürich|47.363521575927734|8.534818649291992|general-wille-strasse 2 8002 zuerich 261 zuerich ch zh
13|1 Zimmer, 186m², CHF 4’990.– |4990|Hardturmstrasse 253, 8005 Zürich|Modernes Wohnen in Zürich-West|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001019452|1 Zimmer|186m²|CHF 4’990.– |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Hardturmstrasse 253|8005 Zürich|186.0|8002 Zürich|47.3651237487793|8.537248611450195|beethovenstrasse 3 8002 zuerich 261 zuerich ch zh
13|2.5 Zimmer, 55m², CHF 2’485.– |2485|Bellariastrasse 59, 8038 Zürich|Suchen Sie eine trendige Attikawohnung?|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001018638|2.5 Zimmer|55m²|CHF 2’485.– |0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Bellariastrasse 59|8038 Zürich|55.0|8002 Zürich|47.3653564453125|8.533515930175781|bodmerstrasse 3 8002 zuerich 261 zuerich ch zh
13|2.5 Zimmer, 50m², CHF 3’710.– |3710|Rotachstrasse 20, 8003 Zürich|Modern furnished 1-bedroom attic apartment with weekly cleaning service for rent|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001016253|2.5 Zimmer|50m²|CHF 3’710.– |0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Rotachstrasse 20|8003 Zürich|50.0|8002 Zürich|47.356719970703125|8.52820873260498|kurfirstenstrasse 3 8002 zuerich 261 zuerich ch zh
13|2.5 Zimmer, 60m², CHF 3’710.– |3710|Kalkbreitestrasse 41, 8003 Zürich|Spacious modern furnished 1-bedroom apartment with balcony and weekly cleaning service for rent|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001016239|2.5 Zimmer|60m²|CHF 3’710.– |0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Kalkbreitestrasse 41|8003 Zürich|60.0|8002 Zürich|47.365421295166016|8.532084465026855|seestrasse 3 8002 zuerich 261 zuerich ch zh
13|1.5 Zimmer, 60m², CHF 2’480.– |2480|Hohlstrasse 409, 8048 Zürich|1 ½ Zimmer-Wohnung, 8048 Zurich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001014187|1.5 Zimmer|60m²|CHF 2’480.– |0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|Hohlstrasse 409|8048 Zürich|60.0|8002 Zürich|47.35933303833008|8.530896186828613|gablerstrasse 3 8002 zuerich 261 zuerich ch zh
13|4 Zimmer, 107m², CHF 3’227.– |3227|Max Bill Platz 9, 8050 Zürich|Attraktive Wohnung an top Wohnlage!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001012080|4 Zimmer|107m²|CHF 3’227.– |0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|Max Bill Platz 9|8050 Zürich|107.0|8002 Zürich|47.35333251953125|8.526755332946777|effingerstrasse 3 8002 zuerich 261 zuerich ch zh
13|3.5 Zimmer, 70m², CHF 2’120.– |2120|Winterthurerstrasse 282, 8057 Zürich|Tolle Wohnung an Top-Lage: Ihr neues Zuhause in Zürich wartet!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001011185|3.5 Zimmer|70m²|CHF 2’120.– |0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Winterthurerstrasse 282|8057 Zürich|70.0|8002 Zürich|47.360862731933594|8.528315544128418|katharinenweg 3 8002 zuerich 261 zuerich ch zh
13|3 Zimmer, 62m², CHF 2’850.– |2850|Feldeggstr. 53, 8008 Zürich|Zentral gelegene 3 Zimmer-Wohnung im Seefeld mieten|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001010484|3 Zimmer|62m²|CHF 2’850.– |0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|Feldeggstr. 53|8008 Zürich|62.0|8002 Zürich|47.36497497558594|8.537369728088379|beethovenstrasse 1 8002 zuerich 261 zuerich ch zh
13|2 Zimmer, 50m², CHF 2’380.– |2380|Alderstr. 47, 8008 Zürich|Wohnen an ruhiger und zentraler Lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001010478|2 Zimmer|50m²|CHF 2’380.– |0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Alderstr. 47|8008 Zürich|50.0|8002 Zürich|47.35676193237305|8.528594970703125|kurfirstenstrasse 1 8002 zuerich 261 zuerich ch zh
13|2.5 Zimmer, 63m², CHF 2’630.– |2630|Feldblumenweg 14, 8048 Zürich|Suchen Sie ein neues Zuhause in Zürich Altstetten?|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001004868|2.5 Zimmer|63m²|CHF 2’630.– |0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Feldblumenweg 14|8048 Zürich|63.0|8002 Zürich|47.364410400390625|8.53575611114502|toedistrasse 1 8002 zuerich 261 zuerich ch zh
13|3.5 Zimmer, 87m², CHF 2’920.– |2920|Hohlstr. 52, 8004 Zürich|Wohnen im Herzen der Stadt Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001004836|3.5 Zimmer|87m²|CHF 2’920.– |0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Hohlstr. 52|8004 Zürich|87.0|8002 Zürich|47.36357879638672|8.534124374389648|jenatschstrasse 1 8002 zuerich 261 zuerich ch zh
13|2.5 Zimmer, 63m², CHF 2’630.– |2630|Feldblumenweg 14, 8048 Zürich|Suchen Sie ein neues Zuhause in Zürich Altstetten?|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001004703|2.5 Zimmer|63m²|CHF 2’630.– |0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Feldblumenweg 14|8048 Zürich|63.0|8002 Zürich|47.36451721191406|8.532172203063965|tessinerplatz 1 8002 zuerich 261 zuerich ch zh
13|3.5 Zimmer, 103m², CHF 3’000.– |3000|Hagenholzstrasse 76, 8050 Zürich|Wir suchen genau Sie|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001003651|3.5 Zimmer|103m²|CHF 3’000.– |0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Hagenholzstrasse 76|8050 Zürich|103.0|8002 Zürich|47.361061096191406|8.532576560974121|schulhausstrasse 1 8002 zuerich 261 zuerich ch zh
13|2.5 Zimmer, 58m², CHF 1’849.– |1849|Schwandenholzstrasse 224, 8046 Zürich|Grosszügige Dachgeschosswohnung im grünen Schwandenholz|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001003364|2.5 Zimmer|58m²|CHF 1’849.– |0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Schwandenholzstrasse 224|8046 Zürich|58.0|8002 Zürich|47.362300872802734|8.530669212341309|bluntschlisteig 1 8002 zuerich 261 zuerich ch zh
14|3.5 Zimmer, 114m², CHF 3’985.– |3985|Binzallee 24, 8055 Zürich|Wohnen am Fusse des Uetlibergs|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4001003324|3.5 Zimmer|114m²|CHF 3’985.– |0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Binzallee 24|8055 Zürich|114.0|8002 Zürich|47.3618278503418|8.526631355285645|waffenplatzstrasse 1 8002 zuerich 261 zuerich ch zh
14|3.5 Zimmer, 114m², CHF 3’985.– |3985|Binzallee 24, 8055 Zürich|Wohnen am Fusse des Uetlibergs|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4001003210|3.5 Zimmer|114m²|CHF 3’985.– |0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Binzallee 24|8055 Zürich|114.0|8002 Zürich|47.360355377197266|8.532285690307617|traubenstrasse 1 8002 zuerich 261 zuerich ch zh
14|2.5 Zimmer, 69m², CHF 2’990.– |2990|Badenerstr. 136, 8004 Zürich|Luxuswohnung Ecke Langstrasse/Badenerstrasse - im Herzen vom Kreis 4|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000997626|2.5 Zimmer|69m²|CHF 2’990.– |0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Badenerstr. 136|8004 Zürich|69.0|8002 Zürich|47.36404800415039|8.528010368347168|steinentischstrasse 1 8002 zuerich 261 zuerich ch zh
14|2.5 Zimmer, 68m², CHF 2’990.– |2990|Badenerstr. 136, 8004 Zürich|Moderne Stadtwohnung mitten in Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000997625|2.5 Zimmer|68m²|CHF 2’990.– |0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Badenerstr. 136|8004 Zürich|68.0|8002 Zürich|47.356197357177734|8.526772499084473|rieterplatz 1 8002 zuerich 261 zuerich ch zh
14|2 Zimmer, 46m², CHF 2’380.– |2380|Grubenackerstrasse 71, 8052 Zürich|Traumhafte Neu renovierte Wohnungen|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000997569|2 Zimmer|46m²|CHF 2’380.– |0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Grubenackerstrasse 71|8052 Zürich|46.0|8002 Zürich|47.36933517456055|8.534676551818848|schanzeneggstrasse 1 8002 zuerich 261 zuerich ch zh
14|3.5 Zimmer, 118m², CHF 2’750.– |2750|hardturmstrasse 122a, 8005 Zürich|sublet 3 - 3.5 rooms in large, sunny, gorgeous, 4.5 room apartment on river. 8 minutes from main train station.|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000996671|3.5 Zimmer|118m²|CHF 2’750.– |0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|hardturmstrasse 122a|8005 Zürich|118.0|8002 Zürich|47.365482330322266|8.531282424926758|ulmbergstrasse 1 8002 zuerich 261 zuerich ch zh
14|3.5 Zimmer, 91m², CHF 4’380.– |4380|Grabenwies 30, 8057 Zürich|"ERSTVERMIETUNG ""ALLENMOOS"""|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000996357|3.5 Zimmer|91m²|CHF 4’380.– |0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Grabenwies 30|8057 Zürich|91.0|8002 Zürich|47.365013122558594|8.530757904052734|gutenbergstrasse 1 8002 zuerich 261 zuerich ch zh
14|2.5 Zimmer, CHF 2’480.– |2480|Schrennengasse 6, 8003 Zürich|Panorama über den Dächern der City|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000996046|2.5 Zimmer||CHF 2’480.– |0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Schrennengasse 6|8003 Zürich||8002 Zürich|47.363224029541016|8.526062965393066|klopstockstrasse 1 8002 zuerich 261 zuerich ch zh
14|3 Zimmer, 55m², CHF 2’200.– |2200|Waldstrasse 14, 8046 Zürich|Ihre Wohnung in der nähe des Bucheggplatz!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000994311|3 Zimmer|55m²|CHF 2’200.– |0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|Waldstrasse 14|8046 Zürich|55.0|8002 Zürich|47.36601638793945|8.524934768676758|herterbruecke 1 8002 zuerich 261 zuerich ch zh
14|2 Zimmer, 52m², CHF 2’760.– |2760|Zeltweg 49, 8032 Zürich|Hübsche Altbauwohnung gleich beim Kunsthaus Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000993374|2 Zimmer|52m²|CHF 2’760.– |0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Zeltweg 49|8032 Zürich|52.0|8002 Zürich|47.364768981933594|8.531177520751953|bederstrasse 1 8002 zuerich 261 zuerich ch zh
14|3 Zimmer, 80m², CHF 3’290.– |3290|Badenerstr. 274, 8004 Zürich|3 Zimmer Wohnung plus eigenes Untergeschoss!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000990011|3 Zimmer|80m²|CHF 3’290.– |0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|Badenerstr. 274|8004 Zürich|80.0|8002 Zürich|47.363861083984375|8.534781455993652|genferstrasse 1 8002 zuerich 261 zuerich ch zh
14|2.5 Zimmer, 58m², CHF 2’290.– |2290|Schaffhauserstrasse 439, 8050 Zürich|Charmante 2.5-Zimmerwohnung im Herzen von Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000989654|2.5 Zimmer|58m²|CHF 2’290.– |0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Schaffhauserstrasse 439|8050 Zürich|58.0|8002 Zürich|47.364070892333984|8.52786922454834|steinentischstrasse 1a 8002 zuerich 261 zuerich ch zh
14|2.5 Zimmer, 60m², CHF 2’250.– |2250|Schaffhauserstrasse 439, 8050 Zürich|Charmante 2.5-Zimmerwohnung im Herzen von Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000989653|2.5 Zimmer|60m²|CHF 2’250.– |0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Schaffhauserstrasse 439|8050 Zürich|60.0|8002 Zürich|47.363216400146484|8.525934219360352|klopstockstrasse 1a 8002 zuerich 261 zuerich ch zh
14|2.5 Zimmer, 63m², CHF 2’990.– |2990|Limmatstrasse 27, 8005 Zürich|Charmante 2.5-Zimmerwohnung mit Dachfenstern|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000989179|2.5 Zimmer|63m²|CHF 2’990.– |0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Limmatstrasse 27|8005 Zürich|63.0|8002 Zürich|47.3622932434082|8.535627365112305|mythenquai 1 8002 zuerich 261 zuerich ch zh
14|2.5 Zimmer, 53m², CHF 2’890.– |2890|Limmatstrasse 27, 8005 Zürich|Im trendigen Kreis 5 top moderne 2.5 Zimmerwohnung|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000989178|2.5 Zimmer|53m²|CHF 2’890.– |0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Limmatstrasse 27|8005 Zürich|53.0|8002 Zürich|47.36430358886719|8.535305976867676|toedistrasse 1a 8002 zuerich 261 zuerich ch zh
14|2.5 Zimmer, 51m², CHF 2’200.– |2200|Zürichbergstrasse 59, 8044 Zürich|Rustikale und gemütliche Wohnung am Zürichberg|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000972736|2.5 Zimmer|51m²|CHF 2’200.– |0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Zürichbergstrasse 59|8044 Zürich|51.0|8002 Zürich|47.366092681884766|8.525068283081055|herterbruecke 1a 8002 zuerich 261 zuerich ch zh
14|2 Zimmer, 45m², CHF 1’631.– |1631|Malojaweg 3, 8048 Zürich|Wohnkomfort für Geniesser|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000960520|2 Zimmer|45m²|CHF 1’631.– |0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Malojaweg 3|8048 Zürich|45.0|8002 Zürich|47.3667106628418|8.53267765045166|freigutstrasse 1a 8002 zuerich 261 zuerich ch zh
14|3 Zimmer, 77m², CHF 3’390.– |3390|Zeltweg 51, 8032 Zürich|Wunderschöne Altbauwohnung in mitten Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000949307|3 Zimmer|77m²|CHF 3’390.– |0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|Zeltweg 51|8032 Zürich|77.0|8002 Zürich|47.363426208496094|8.534769058227539|general-wille-strasse 1 8002 zuerich 261 zuerich ch zh
14|3 Zimmer, 66m², CHF 1’810.– |1810|Luegislandstr. 56, 8051 Zürich|Wohnen mit toller Aussicht in Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000948200|3 Zimmer|66m²|CHF 1’810.– |0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|Luegislandstr. 56|8051 Zürich|66.0|8002 Zürich|47.36562728881836|8.538392066955566|claridenstrasse 1 8002 zuerich 261 zuerich ch zh
14|3.5 Zimmer, 113m², CHF 3’261.– |3261|Max Bill Platz 9, 8050 Zürich|Moderne Wohnung mit besonderem Flair|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000948193|3.5 Zimmer|113m²|CHF 3’261.– |0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Max Bill Platz 9|8050 Zürich|113.0|8002 Zürich|47.36622619628906|8.537848472595215|gotthardstrasse 1 8002 zuerich 261 zuerich ch zh
15|2.5 Zimmer, 45m², CHF 2’450.– |2450|Freilagerstrasse 5-19, 8047 Zürich|Charmante 2.5-Zimmerwohnung an begehrter Lage Urbanes Wohnen mit Stil und Komfort!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000932414|2.5 Zimmer|45m²|CHF 2’450.– |0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Freilagerstrasse 5-19|8047 Zürich|45.0|8002 Zürich|47.365867614746094|8.531871795654297|seestrasse 2 8002 zuerich 261 zuerich ch zh
15|2.5 Zimmer, 58m², CHF 2’900.– |2900|Badenerstrasse 250, 8004 Zürich|When living becomes a pleasure - Privileged location - Kreis 4|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000930290|2.5 Zimmer|58m²|CHF 2’900.– |0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Badenerstrasse 250|8004 Zürich|58.0|8002 Zürich|47.366943359375|8.528063774108887|brandschenkesteig 2 8002 zuerich 261 zuerich ch zh
15|3 Zimmer, 78m², CHF 3’340.– |3340|Mainaustrasse 49, 8008 Zürich|Ihr Zuhause mitten im Seefeld!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000929918|3 Zimmer|78m²|CHF 3’340.– |0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|Mainaustrasse 49|8008 Zürich|78.0|8002 Zürich|47.3573112487793|8.527704238891602|kurfirstensteig 2 8002 zuerich 261 zuerich ch zh
15|1.5 Zimmer, 41m², CHF 2’150.– |2150|Mainaustrasse 49, 8008 Zürich|Gemütliches und zentrales Wohnen|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000927998|1.5 Zimmer|41m²|CHF 2’150.– |0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|Mainaustrasse 49|8008 Zürich|41.0|8002 Zürich|47.3656120300293|8.533560752868652|bodmerstrasse 2 8002 zuerich 261 zuerich ch zh
15|1.5 Zimmer, 43m², CHF 1’740.– |1740|Jungholzstrasse 20, 8050 Zürich|Zentrale Lage - idyllisch und ruhig|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000926778|1.5 Zimmer|43m²|CHF 1’740.– |0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|Jungholzstrasse 20|8050 Zürich|43.0|8002 Zürich|47.36400604248047|8.535189628601074|genferstrasse 2 8002 zuerich 261 zuerich ch zh
15|2 Zimmer, 53m², CHF 2’090.– |2090|Riedhofstrasse 378, 8049 Zürich|2-Zimmerwohnung inmitten der Rebberge|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000913099|2 Zimmer|53m²|CHF 2’090.– |0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Riedhofstrasse 378|8049 Zürich|53.0|8002 Zürich|47.36056137084961|8.532102584838867|traubenstrasse 2 8002 zuerich 261 zuerich ch zh
15|1 Zimmer, 26m², CHF 1’970.– |1970|Manessestrasse 69, 8003 Zürich|Brandneue 1-Zimmer Studio im Herzen von Zürich!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000908567|1 Zimmer|26m²|CHF 1’970.– |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Manessestrasse 69|8003 Zürich|26.0|8002 Zürich|47.36089324951172|8.525444030761719|rieterstrasse 2 8002 zuerich 261 zuerich ch zh
15|1.5 Zimmer, 38m², CHF 1’735.– |1735|Tulpenstrasse 43, 8051 Zürich|Wohnen in Schwamendingen|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000900763|1.5 Zimmer|38m²|CHF 1’735.– |0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|Tulpenstrasse 43|8051 Zürich|38.0|8002 Zürich|47.366844177246094|8.533121109008789|freigutstrasse 2 8002 zuerich 261 zuerich ch zh
15|2.5 Zimmer, 76m², CHF 2’700.– |2700|Dangelweg 3, 8038 Zürich|Moderne Wohnung an top Lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000894579|2.5 Zimmer|76m²|CHF 2’700.– |0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Dangelweg 3|8038 Zürich|76.0|8002 Zürich|47.362117767333984|8.535065650939941|mythenquai 2 8002 zuerich 261 zuerich ch zh
