page|type|price|address_x|description|weblink|rooms|size|price2|1 zimmer|1.5 zimmer|13 zimmer|2 zimmer|2.5 zimmer|20 zimmer|3 zimmer|3.5 zimmer|4 zimmer|4.5 zimmer|5 zimmer|5.5 zimmer|6 zimmer|6.5 zimmer|7 zimmer|address_short_1|address_short_2|size_num|address_y|latitude|longitude|detail
19| CHF 200.– |200|St.Jakobstrasse 57, 8004 Zürich|Lagerraum im Kreis 4 zu vermieten!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=19/mieten/4000636052||| CHF 200.– |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|St.Jakobstrasse 57|8004 Zürich||8002 Zürich|47.363861083984375|8.534781455993652|genferstrasse 1 8002 zuerich 261 zuerich ch zh
19|2 Zimmer, 51m², CHF 2’408.– |2408|Mühlebachstr. 26, 8008 Zürich|schöne 2 Zimmer-Wohnung an ruhiger Lage direkt im Zürich Seefeld|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=19/mieten/4000563810|2 Zimmer|51m²|CHF 2’408.– |0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Mühlebachstr. 26|8008 Zürich|51.0|8002 Zürich|47.364070892333984|8.52786922454834|steinentischstrasse 1a 8002 zuerich 261 zuerich ch zh
19|1.5 Zimmer, 23m², CHF 1’460.– |1460|Viktoriastrasse 29, 8057 Zürich|City Pop - Your flexible solution for long and short stays!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=19/mieten/3003501443|1.5 Zimmer|23m²|CHF 1’460.– |0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|Viktoriastrasse 29|8057 Zürich|23.0|8002 Zürich|47.363216400146484|8.525934219360352|klopstockstrasse 1a 8002 zuerich 261 zuerich ch zh
19|26m², CHF 3’415.– |3415|Brandschenkestrasse 10, 8001 Zürich|Studio Apartment Senior Balcony|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=19/mieten/3002969013|1 Zimmer|26m²|CHF 3’415.– |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Brandschenkestrasse 10|8001 Zürich|26.0|8002 Zürich|47.3622932434082|8.535627365112305|mythenquai 1 8002 zuerich 261 zuerich ch zh
19|28m², CHF 2’793.– |2793|Albertstrasse 7, 8005 Zürich|Studio Apartment Senior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=19/mieten/3002968342|1 Zimmer|28m²|CHF 2’793.– |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Albertstrasse 7|8005 Zürich|28.0|8002 Zürich|47.36430358886719|8.535305976867676|toedistrasse 1a 8002 zuerich 261 zuerich ch zh
19|48m², CHF 4’246.– |4246|Cramerstrasse 8-12, 8004 Zurich|2 Bedroom Apartment Junior Balcony|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=19/mieten/3002463195|2 Zimmer|48m²|CHF 4’246.– |0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Cramerstrasse 8-12|8004 Zurich|48.0|8002 Zürich|47.366092681884766|8.525068283081055|herterbruecke 1a 8002 zuerich 261 zuerich ch zh
19|30m², CHF 4’142.– |4142|Bellariastrasse 36, 8002 Zurich|1 Bedroom Apartment Junior Balcony|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=19/mieten/3002458789|1 Zimmer|30m²|CHF 4’142.– |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Bellariastrasse 36|8002 Zurich|30.0|8002 Zürich|47.3667106628418|8.53267765045166|freigutstrasse 1a 8002 zuerich 261 zuerich ch zh
19|30m², CHF 4’142.– |4142|Bellariastrasse 36, 8002 Zurich|1 Bedroom Apartment Junior Terrace|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=19/mieten/3002458787|1 Zimmer|30m²|CHF 4’142.– |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Bellariastrasse 36|8002 Zurich|30.0|8002 Zürich|47.363426208496094|8.534769058227539|general-wille-strasse 1 8002 zuerich 261 zuerich ch zh
19|31m², CHF 3’104.– |3104|Bellariastrasse 36, 8002 Zurich|Studio Apartment Junior Balcony|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=19/mieten/3002458785|1 Zimmer|31m²|CHF 3’104.– |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Bellariastrasse 36|8002 Zurich|31.0|8002 Zürich|47.36562728881836|8.538392066955566|claridenstrasse 1 8002 zuerich 261 zuerich ch zh
19|70m², CHF 5’180.– |5180|Wolframplatz 1, 8045 Zurich|Duplex Apartment Senior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=19/mieten/3000390424||70m²|CHF 5’180.– |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Wolframplatz 1|8045 Zurich|70.0|8002 Zürich|47.36622619628906|8.537848472595215|gotthardstrasse 1 8002 zuerich 261 zuerich ch zh
21|4.5 Zimmer, 92m², CHF 3’060.– |3060|8051 Zürich|Schöne 4.5-Zimmer-Neubauwohnung zentrumsnah in Zürich Schwamendingen|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000968713|4.5 Zimmer|92m²|CHF 3’060.– |0|0|0|0|0|0|0|0|0|1|0|0|0|0|0||8051 Zürich|92.0|8002 Zürich|47.365867614746094|8.531871795654297|seestrasse 2 8002 zuerich 261 zuerich ch zh
21|4.5 Zimmer, 170m², CHF 7’400.– |7400|8053 Zürich|Moderne 4.5 Zimmer-Wohnung in Zürich mit Stil und Charme!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000968685|4.5 Zimmer|170m²|CHF 7’400.– |0|0|0|0|0|0|0|0|0|1|0|0|0|0|0||8053 Zürich|170.0|8002 Zürich|47.366943359375|8.528063774108887|brandschenkesteig 2 8002 zuerich 261 zuerich ch zh
21|1.5 Zimmer, 60m², CHF 2’210.– |2210|8038 Zürich|Moderne 1.5-Zimmer-Wohnung in Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000968541|1.5 Zimmer|60m²|CHF 2’210.– |0|1|0|0|0|0|0|0|0|0|0|0|0|0|0||8038 Zürich|60.0|8002 Zürich|47.3573112487793|8.527704238891602|kurfirstensteig 2 8002 zuerich 261 zuerich ch zh
21|1 Zimmer, 130m², CHF 4’350.– |4350|8057 Zürich|Modernes Loft an Top-Lage in Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000968365|1 Zimmer|130m²|CHF 4’350.– |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0||8057 Zürich|130.0|8002 Zürich|47.3656120300293|8.533560752868652|bodmerstrasse 2 8002 zuerich 261 zuerich ch zh
21|3 Zimmer, 60m², CHF 2’863.– |2863|8037 Zürich|Charmante und zentrale 3-Zimmer-Wohnung in Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000968276|3 Zimmer|60m²|CHF 2’863.– |0|0|0|0|0|0|1|0|0|0|0|0|0|0|0||8037 Zürich|60.0|8002 Zürich|47.36400604248047|8.535189628601074|genferstrasse 2 8002 zuerich 261 zuerich ch zh
21|6 Zimmer, 275m², CHF 6’200.– |6200|8044 Gockhausen|Grosszügige 6-Zimmer-Loft auf 275m2 in Gockhausen|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000967979|6 Zimmer|275m²|CHF 6’200.– |0|0|0|0|0|0|0|0|0|0|0|0|1|0|0||8044 Gockhausen|275.0|8002 Zürich|47.36056137084961|8.532102584838867|traubenstrasse 2 8002 zuerich 261 zuerich ch zh
21|2.5 Zimmer, 42m², CHF 3’100.– |3100|Am Wasser, 8049 Zürich|Traumhafte Wohnoase direkt an der Limmat|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000955251|2.5 Zimmer|42m²|CHF 3’100.– |0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Am Wasser|8049 Zürich|42.0|8002 Zürich|47.36089324951172|8.525444030761719|rieterstrasse 2 8002 zuerich 261 zuerich ch zh
21|4.5 Zimmer, 113m², CHF 3’790.– |3790|Freilagerstrasse 5-19, 8047 Zürich|Perfekt für Familien: Geräumige 4.5-Zimmerwohnung an Top-Lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000945811|4.5 Zimmer|113m²|CHF 3’790.– |0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|Freilagerstrasse 5-19|8047 Zürich|113.0|8002 Zürich|47.366844177246094|8.533121109008789|freigutstrasse 2 8002 zuerich 261 zuerich ch zh
21|2.5 Zimmer, 51m², CHF 1’905.– |1905|Witikonerstrasse 489, 8053 Zürich|Gemütliche Wohnun an ruhiger lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000907494|2.5 Zimmer|51m²|CHF 1’905.– |0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Witikonerstrasse 489|8053 Zürich|51.0|8002 Zürich|47.362117767333984|8.535065650939941|mythenquai 2 8002 zuerich 261 zuerich ch zh
21|2.5 Zimmer, CHF 3’799.– |3799|Susenbergstrasse 177, 8044 Zürich|Schöne 2.5-Zimmerwohnung am Zürichberg|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000843743|2.5 Zimmer||CHF 3’799.– |0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Susenbergstrasse 177|8044 Zürich||8002 Zürich|47.36460876464844|8.534222602844238|spluegenstrasse 2 8002 zuerich 261 zuerich ch zh
21|5.5 Zimmer, 227m², CHF 5’500.– |5500|Im oberen Boden 146, 8049 Zürich|Ihr neues luxus Zuhause mit schöner Aussicht, Whirlpool und Sauna!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000835151|5.5 Zimmer|227m²|CHF 5’500.– |0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|Im oberen Boden 146|8049 Zürich|227.0|8002 Zürich|47.365299224853516|8.53133487701416|bederstrasse 2 8002 zuerich 261 zuerich ch zh
21|2.5 Zimmer, 97m², CHF 4’870.– |4870|Grüngasse 37, 8004 Zürich|Tolle Wohnung im pulsierenden Kreis 4|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000789700|2.5 Zimmer|97m²|CHF 4’870.– |0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Grüngasse 37|8004 Zürich|97.0|8002 Zürich|47.35255813598633|8.524262428283691|gfellstrasse 2 8002 zuerich 261 zuerich ch zh
21|4.5 Zimmer, 375m², CHF 11’700.– |11700|Bäckerstrasse 40, 8004 Zürich|LOFT-DACHWOHNUNG MIT GROSSEM DACHGARTEN|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000783213|4.5 Zimmer|375m²|CHF 11’700.– |0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|Bäckerstrasse 40|8004 Zürich|375.0|8002 Zürich|47.358455657958984|8.526678085327148|huegelstrasse 2a 8002 zuerich 261 zuerich ch zh
21|2.5 Zimmer, 48m², CHF 2’703.– |2703|Herrligweg 9, 8048 Zürich|Erfüllen Sie sich Ihren Traum|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000629292|2.5 Zimmer|48m²|CHF 2’703.– |0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Herrligweg 9|8048 Zürich|48.0|8002 Zürich|47.361480712890625|8.534687042236328|marsstrasse 2 8002 zuerich 261 zuerich ch zh
21|2.5 Zimmer, 68m², CHF 2’950.– |2950|Hönggerstrasse 24, 8037 Zürich|2.5 Zimmerwohnung|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000469450|2.5 Zimmer|68m²|CHF 2’950.– |0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Hönggerstrasse 24|8037 Zürich|68.0|8002 Zürich|47.36518096923828|8.537712097167969|beethovenstrasse 2 8002 zuerich 261 zuerich ch zh
21|3.5 Zimmer, 124m², CHF 5’700.– |5700|Hönggerstrasse 24, 8037 Zürich|3.5 Zimmerwohnung Attika Wohnung mit grosser Terrasse|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000469412|3.5 Zimmer|124m²|CHF 5’700.– |0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Hönggerstrasse 24|8037 Zürich|124.0|8002 Zürich|47.363521575927734|8.534818649291992|general-wille-strasse 2 8002 zuerich 261 zuerich ch zh
21|3.5 Zimmer, 112m², CHF 5’550.– |5550|Hönggerstrasse 24, 8037 Zürich|3.5 Zimmerwohnung Attika Wohnung mit grosser Terrasse|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000469411|3.5 Zimmer|112m²|CHF 5’550.– |0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Hönggerstrasse 24|8037 Zürich|112.0|8002 Zürich|47.3651237487793|8.537248611450195|beethovenstrasse 3 8002 zuerich 261 zuerich ch zh
21|3.5 Zimmer, 110m², CHF 6’150.– |6150|Zollikerstrasse 147, 8008 Zürich|Erstbezug! Traumhafte 3.5 Zimmer-Wohnung mit Eigentums-Standard|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/3003530922|3.5 Zimmer|110m²|CHF 6’150.– |0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Zollikerstrasse 147|8008 Zürich|110.0|8002 Zürich|47.3653564453125|8.533515930175781|bodmerstrasse 3 8002 zuerich 261 zuerich ch zh
21|21m², CHF 3’000.– |3000|Brandschenkestrasse 10, 8001 Zürich|Studio Apartment Junior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/3002969015|1 Zimmer|21m²|CHF 3’000.– |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Brandschenkestrasse 10|8001 Zürich|21.0|8002 Zürich|47.356719970703125|8.52820873260498|kurfirstenstrasse 3 8002 zuerich 261 zuerich ch zh
22|26m², CHF 3’207.– |3207|Brandschenkestrasse 10, 8001 Zürich|Studio Apartment Senior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3002969011|1 Zimmer|26m²|CHF 3’207.– |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Brandschenkestrasse 10|8001 Zürich|26.0|8002 Zürich|47.365421295166016|8.532084465026855|seestrasse 3 8002 zuerich 261 zuerich ch zh
22|2 Zimmer, 54m², CHF 4’858.– |4858|Cramerstrasse 8-12, 8004 Zurich|2 Bedroom Apartment Senior Balcony|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3002802553|2 Zimmer|54m²|CHF 4’858.– |0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Cramerstrasse 8-12|8004 Zurich|54.0|8002 Zürich|47.35933303833008|8.530896186828613|gablerstrasse 3 8002 zuerich 261 zuerich ch zh
22|19m², CHF 2’689.– |2689|Cramerstrasse 8-12, 8004 Zurich|Studio Apartment Junior Balcony|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3002463193|1 Zimmer|19m²|CHF 2’689.– |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Cramerstrasse 8-12|8004 Zurich|19.0|8002 Zürich|47.35333251953125|8.526755332946777|effingerstrasse 3 8002 zuerich 261 zuerich ch zh
22|38m², CHF 4’246.– |4246|Cramerstrasse 2-6, 8004 Zurich|1 Bedroom Apartment Senior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3002462541|1 Zimmer|38m²|CHF 4’246.– |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Cramerstrasse 2-6|8004 Zurich|38.0|8002 Zürich|47.360862731933594|8.528315544128418|katharinenweg 3 8002 zuerich 261 zuerich ch zh
22|16m², CHF 2’170.– |2170|Gerechtigkeitsgasse 8, 8001 Zurich|Studio Apartment Mini|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3002459386|1 Zimmer|16m²|CHF 2’170.– |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Gerechtigkeitsgasse 8|8001 Zurich|16.0|Trichtenhausenstrasse 86, 8053 Zürich|47.35530090332031|8.598923683166504|trichtenhausenstrasse 86 8053 zuerich 261 zuerich ch zh
22|63m², CHF 5’273.– |5273|Bellariastrasse 36, 8002 Zurich|1 Bedroom Apartment Senior Terrace|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3002458790|1 Zimmer|63m²|CHF 5’273.– |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Bellariastrasse 36|8002 Zurich|63.0|Trichtenhausenstrasse 86, 8053 Zürich|47.35530090332031|8.598923683166504|trichtenhausenstrasse 86 8053 zuerich 261 zuerich ch zh
22|25m², CHF 3’311.– |3311|Rotachstrasse 33, 8003 Zurich|1 Bedroom Apartment Junior Terrace|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3002458208|1 Zimmer|25m²|CHF 3’311.– |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Rotachstrasse 33|8003 Zurich|25.0|Hadlaubstr. 41, 8006 Zürich|47.383628845214844|8.553703308105469|hadlaubstrasse 41 8006 zuerich 261 zuerich ch zh
22|44m², CHF 4’142.– |4142|Bellariastrasse 36, 8002 Zurich|Studio Apartment Senior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000390434|1 Zimmer|44m²|CHF 4’142.– |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Bellariastrasse 36|8002 Zurich|44.0|Hadlaubstr. 41, 8006 Zürich|47.383628845214844|8.553703308105469|hadlaubstrasse 41 8006 zuerich 261 zuerich ch zh
22|2 Zimmer, 49m², CHF 4’339.– |4339|Rotachstrasse 33, 8003 Zurich|2 Bedroom Apartment Junior Terrace|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000390432|2 Zimmer|49m²|CHF 4’339.– |0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Rotachstrasse 33|8003 Zurich|49.0|Bombachstr. 24, 8049 Zürich|47.40511703491211|8.48532485961914|bombachstrasse 24 8049 zuerich 261 zuerich ch zh
22|34m², CHF 3’208.– |3208|Binzmühlestr. 50, 8050 Zurich|Studio Apartment Senior Terrace|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000390421|1 Zimmer|34m²|CHF 3’208.– |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Binzmühlestr. 50|8050 Zurich|34.0|Bombachstr. 24, 8049 Zürich|47.40511703491211|8.48532485961914|bombachstrasse 24 8049 zuerich 261 zuerich ch zh
22|40m², CHF 4’142.– |4142|Bellariastrasse 36, 8002 Zurich|1 Bedroom Apartment Junior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000390348|1 Zimmer|40m²|CHF 4’142.– |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Bellariastrasse 36|8002 Zurich|40.0|Birmensdorferstrasse 32, 8004 Zürich|47.372283935546875|8.526399612426758|birmensdorferstrasse 32 8004 zuerich 261 zuerich ch zh
22|14m², CHF 1’962.– |1962|Rotachstrasse 33, 8003 Zurich|Studio Apartment Mini|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000390345|1 Zimmer|14m²|CHF 1’962.– |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Rotachstrasse 33|8003 Zurich|14.0|Birmensdorferstrasse 32, 8004 Zürich|47.372283935546875|8.526399612426758|birmensdorferstrasse 32 8004 zuerich 261 zuerich ch zh
22|2 Zimmer, 32m², CHF 3’519.– |3519|Wolframplatz 1, 8045 Zurich|2 Bedroom Apartment Mini|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000389843|2 Zimmer|32m²|CHF 3’519.– |0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Wolframplatz 1|8045 Zurich|32.0|Dorfstr. 12, 8037 Zürich|47.39414596557617|8.523874282836914|dorfstrasse 12 8037 zuerich 261 zuerich ch zh
22|19m², CHF 2’585.– |2585|Cramerstrasse 8-12, 8004 Zurich|Studio Apartment Junior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000385096|1 Zimmer|19m²|CHF 2’585.– |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Cramerstrasse 8-12|8004 Zurich|19.0|Dorfstr. 12, 8037 Zürich|47.39414596557617|8.523874282836914|dorfstrasse 12 8037 zuerich 261 zuerich ch zh
22|23m², CHF 3’104.– |3104|Gerechtigkeitsgasse 8, 8001 Zurich|Studio Apartment Junior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000383669|1 Zimmer|23m²|CHF 3’104.– |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Gerechtigkeitsgasse 8|8001 Zurich|23.0|Tuggenerstr. 3, 8008 Zürich|47.35748291015625|8.555234909057617|tuggenerstrasse 3 8008 zuerich 261 zuerich ch zh
22|24m², CHF 2’377.– |2377|Binzmühlestr. 48, 8050 Zurich|Studio Apartment Junior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000383660|1 Zimmer|24m²|CHF 2’377.– |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Binzmühlestr. 48|8050 Zurich|24.0|Tuggenerstr. 3, 8008 Zürich|47.35748291015625|8.555234909057617|tuggenerstrasse 3 8008 zuerich 261 zuerich ch zh
22|80m², CHF 4’453.– |4453|Binzmühlestr. 48, 8050 Zurich|2 Bedroom Apartment Senior Balcony|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000383658|2 Zimmer|80m²|CHF 4’453.– |0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Binzmühlestr. 48|8050 Zurich|80.0|Forchstrasse 24, 8008 Zürich|47.36378479003906|8.5558443069458|forchstrasse 24 8008 zuerich 261 zuerich ch zh
22|40m², CHF 4’453.– |4453|Gerechtigkeitsgasse 8, 8001 Zurich|Grand Apartment Terrace|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000039575||40m²|CHF 4’453.– |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Gerechtigkeitsgasse 8|8001 Zurich|40.0|Forchstrasse 24, 8008 Zürich|47.36378479003906|8.5558443069458|forchstrasse 24 8008 zuerich 261 zuerich ch zh
22|2.5 Zimmer, 62m², CHF 3’385.– |3385|Rosengartenstrasse 55, 8037 Zürich|Helle, moderne und ruhige 2.5-Zimmerwohnung nahe Bucheggplatz|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/4001021791|2.5 Zimmer|62m²|CHF 3’385.– |0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Rosengartenstrasse 55|8037 Zürich|62.0|Forchstrasse 22, 8008 Zürich|47.36381149291992|8.55556583404541|forchstrasse 22 8008 zuerich 261 zuerich ch zh
22|4 Zimmer, 123m², CHF 4’150.– |4150|8005 Zürich|Modern 4-Room Apartment in Zürich (TEMPORARY - Furnished)|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/4001021682|4 Zimmer|123m²|CHF 4’150.– |0|0|0|0|0|0|0|0|1|0|0|0|0|0|0||8005 Zürich|123.0|Forchstrasse 22, 8008 Zürich|47.36381149291992|8.55556583404541|forchstrasse 22 8008 zuerich 261 zuerich ch zh
24|1.5 Zimmer, 50m², CHF 2’700.– |2700|8032 Zürich|1.5-Zimmer-Dachwohnung-Bijou in Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000968029|1.5 Zimmer|50m²|CHF 2’700.– |0|1|0|0|0|0|0|0|0|0|0|0|0|0|0||8032 Zürich|50.0|Forchstrasse 22, 8008 Zürich|47.36381149291992|8.55556583404541|forchstrasse 22 8008 zuerich 261 zuerich ch zh
24|2 Zimmer, 37m², CHF 2’795.– |2795|8032 Zürich|Moderne 2-Zimmer-Wohnoase in Zürich an ruhiger Lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000967809|2 Zimmer|37m²|CHF 2’795.– |0|0|0|1|0|0|0|0|0|0|0|0|0|0|0||8032 Zürich|37.0|8002 Zürich|47.36497497558594|8.537369728088379|beethovenstrasse 1 8002 zuerich 261 zuerich ch zh
24|2.5 Zimmer, 78m², CHF 3’480.– |3480|8003 Zürich|Moderne und lichtdurchflutete 2.5-Zimmer-Dachwohnung in Wiedikon|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000967729|2.5 Zimmer|78m²|CHF 3’480.– |0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||8003 Zürich|78.0|8002 Zürich|47.35676193237305|8.528594970703125|kurfirstenstrasse 1 8002 zuerich 261 zuerich ch zh
24|1 Zimmer, 33m², CHF 1’890.– |1890|Kreuzstrasse 15, 8008 Zürich|1-Zimmerwohnung im Seefeld - Zürich Kreis 8|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000967526|1 Zimmer|33m²|CHF 1’890.– |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Kreuzstrasse 15|8008 Zürich|33.0|8002 Zürich|47.364410400390625|8.53575611114502|toedistrasse 1 8002 zuerich 261 zuerich ch zh
24|4 Zimmer, 62m², CHF 2’835.– |2835|Aemtlerstrasse 102, 8003 Zürich|4-Zimmerwohnung im Herzen vom Kreis 3|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000963941|4 Zimmer|62m²|CHF 2’835.– |0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|Aemtlerstrasse 102|8003 Zürich|62.0|8002 Zürich|47.36357879638672|8.534124374389648|jenatschstrasse 1 8002 zuerich 261 zuerich ch zh
24|3 Zimmer, 75m², CHF 2’895.– |2895|Hotzestrasse 33, 8006 Zürich|SCHNELL ZUGREIFEN!  3-Zimmer Wohnung an TOP Lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000962021|3 Zimmer|75m²|CHF 2’895.– |0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|Hotzestrasse 33|8006 Zürich|75.0|8002 Zürich|47.36451721191406|8.532172203063965|tessinerplatz 1 8002 zuerich 261 zuerich ch zh
24|4.5 Zimmer, 174m², CHF 7’100.– |7100|8053 Zürich|MODERN, MIT GARTEN UND ÜBERDACHTER TERRASSE|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000946653|4.5 Zimmer|174m²|CHF 7’100.– |0|0|0|0|0|0|0|0|0|1|0|0|0|0|0||8053 Zürich|174.0|8002 Zürich|47.361061096191406|8.532576560974121|schulhausstrasse 1 8002 zuerich 261 zuerich ch zh
