CHSTNAME,longitude,latitude
"Zürich, Birch-/Glatttalstrasse",8.54614092905634,47.4274041874186
"Zürich, Bellevue",8.54508653817144,47.3670932341815
"Zürich, Buchholz",8.58869872570813,47.3609282078636
"Zürich, Loorenstrasse",8.59452708143004,47.3598625439726
"Zürich, Zweiackerstrasse",8.59788140577899,47.3570493766439
"Zürich, Opernhaus",8.54751632747118,47.3655137653087
"Zürich, Bahnhof Stadelhofen",8.54815456280039,47.3662812208306
"Zürich, Kunsthaus",8.54914143069887,47.3704365009735
"Zürich, Goldauerstrasse",8.54996198870749,47.3862960477929
"Zürich, Friedackerstrasse",8.55348443037165,47.4058894274765
Zürichhorn (See),8.55319092955466,47.3519663322479
"Zürich, Höschgasse",8.55420382800568,47.3579923410385
"Zürich, Wildbachstrasse",8.55885526945219,47.3531888370852
"Zürich, Kirche Fluntern",8.55938284708567,47.3764003266843
"Zürich, Tulpenstrasse",8.5685277616142,47.4061211356588
"Zürich, Bergstation Dolderbahn",8.57470250137196,47.3732102959843
"Zürich, Balgrist Ost",8.57503718645353,47.3547487973854
"Zürich, Luegisland",8.58139098774058,47.4060126571048
"Zürich, Rehalp",8.58297895743232,47.3510272760377
"Zürich, Tobelhof",8.58558275718682,47.3828535716671
"Zürich, Buchzelgstrasse",8.58524560357708,47.3591814864732
