adresse,longitude,latitude
Tièchestrasse 99,8.52057550542271,47.3988712203269
Tièchestrasse 99,8.52057550542271,47.3988712203269
Tièchestrasse 99,8.52057550542271,47.3988712203269
Birmensdorferstrasse 497,8.49745484359596,47.3660465354653
Birmensdorferstrasse 497,8.49745484359596,47.3660465354653
Birmensdorferstrasse 497,8.49745484359596,47.3660465354653
Gustav-Gull-Platz 5,8.53089898525695,47.3796505555724
Tièchestrasse 99,8.52057550542271,47.3988712203269
Birmensdorferstrasse 497,8.49745484359596,47.3660465354653
Haus D (Zugang via Haupteingang),8.51959436255407,47.3981787884116
Tièchestrasse 99,8.52057550542271,47.3988712203269
Birmensdorferstrasse 497,8.49745484359596,47.3660465354653
Birmensdorferstrasse 491,8.49798448577431,47.3673819481554
Tièchestrasse 99,8.52057550542271,47.3988712203269
Gustav-Gull-Platz 5,8.53089898525695,47.3796505555724
Birmensdorferstrasse 497,8.49745484359596,47.3660465354653
Birmensdorferstrasse 497,8.49745484359596,47.3660465354653
Birmensdorferstrasse 497,8.49745484359596,47.3660465354653
Birmensdorferstrasse 497,8.49745484359596,47.3660465354653
Tièchestrasse 99,8.52057550542271,47.3988712203269
Rämistrasse 100,8.54907100245391,47.3765898667412
Tièchestrasse 99,8.52057550542271,47.3988712203269
Tièchestrasse 99,8.52057550542271,47.3988712203269
Tièchestrasse 99,8.52057550542271,47.3988712203269
Tièchestrasse 99,8.52057550542271,47.3988712203269
Tièchestrasse 99,8.52057550542271,47.3988712203269
Tièchestrasse 99,8.52057550542271,47.3988712203269
Birmensdorferstrasse 497,8.49745484359596,47.3660465354653
Birmensdorferstrasse 497,8.49745484359596,47.3660465354653
Birmensdorferstrasse 497,8.49745484359596,47.3660465354653
Birmensdorferstrasse 497,8.49745484359596,47.3660465354653
Birmensdorferstrasse 497,8.49745484359596,47.3660465354653
Tièchestrasse 99,8.52057550542271,47.3988712203269
Birmensdorferstrasse 497,8.49745484359596,47.3660465354653
Birmensdorferstrasse 497,8.49745484359596,47.3660465354653
Andreasstrasse 5 (freig.),8.5472039189589,47.4128850254847
Birmensdorferstrasse 491a,8.49820004054345,47.3675688679006
Tièchestrasse 99,8.52057550542271,47.3988712203269
Tièchestrasse 99,8.52057550542271,47.3988712203269
Birmensdorferstrasse 497,8.49745484359596,47.3660465354653
Tièchestrasse 99,8.52057550542271,47.3988712203269
Tièchestrasse 99,8.52057550542271,47.3988712203269
Birmensdorferstrasse 497,8.49745484359596,47.3660465354653
Birmensdorferstrasse 497,8.49745484359596,47.3660465354653
Birmensdorferstrasse 497,8.49745484359596,47.3660465354653
Tièchestrasse 99,8.52057550542271,47.3988712203269
